x	y
0.0	5.350561707142939
0.1	5.8024572694059655
0.2	4.3164317461475346
0.30000000000000004	6.024956546878429
0.4	4.94247110340768
0.5	3.8169543144324054
0.6000000000000001	4.806718328958087
0.7000000000000001	6.118713417206084
0.8	5.931529535913203
0.9	4.544922262339412
1.0	6.418669689026881
1.1	5.834561556109487
1.2000000000000002	6.485550773763288
1.3	6.546449982976961
1.4000000000000001	5.227271612388449
1.5	6.921512455471493
1.6	6.1669378709842935
1.7000000000000002	8.54132697458955
1.8	7.955740439678702
1.9000000000000001	7.534417559692492
2.0	6.779297173271299
2.1	8.109133203208364
2.2	8.525681289739307
2.3000000000000003	7.486866878495018
2.4000000000000004	11.268395039524297
2.5	9.807989603258882
2.6	11.494391032496253
2.7	9.097472416178586
2.8000000000000003	12.274422456991983
2.9000000000000004	9.726459721596207
3.0	10.90552543309179
3.1	12.589314441662893
3.2	12.60597266597025
3.3000000000000003	10.73218840396823
3.4000000000000004	12.538362508629898
3.5	15.057048756149278
3.6	16.904118968502146
3.7	16.3500793837589
3.8000000000000003	15.800161245108066
3.9000000000000004	17.536316341607645
4.0	16.281933960236955
4.1000000000000005	18.644240119056157
4.2	17.51827605336767
4.3	19.610786108983966
4.4	20.267008182794974
4.5	22.000683068089657
4.6000000000000005	21.719990882165007
4.7	24.072945900781736
4.800000000000001	23.545969520090956
4.9	25.474948711553214
5.0	26.344809741413684
5.1000000000000005	24.661347687606366
5.2	27.508160155450533
5.300000000000001	28.49944525753627
5.4	28.702337740759397
5.5	30.702843416471907
5.6000000000000005	30.13518485880993
5.7	33.23925747820287
5.800000000000001	34.31040422367285
5.9	35.24395590067442
6.0	38.58844163082453
6.1000000000000005	37.65813881256365
6.2	38.59292241701182
6.300000000000001	39.03868653801376
6.4	41.33956044518186
6.5	41.378201587387714
6.6000000000000005	44.93556895860851
6.7	44.366210899914456
6.800000000000001	46.54888227015771
6.9	49.783623090706655
7.0	50.38754164242306
7.1000000000000005	50.9226303619364
7.2	53.54342283540509
7.300000000000001	53.61950615896762
7.4	56.00700261344176
7.5	56.795815112302265
7.6000000000000005	57.46360615401003
7.7	60.41910636236391
7.800000000000001	62.57085538150051
7.9	62.96516025056775
8.0	63.91698957480583
8.1	66.21666233493298
8.200000000000001	66.12383184941798
8.3	69.68277719190566
8.4	71.03023198295837
8.5	75.9712972888439
8.6	75.2557967201811
8.700000000000001	76.17803226768817
8.8	80.52070095626014
8.9	81.4322533246794
9.0	83.64247582642575
9.1	85.7978290003097
9.200000000000001	87.86280323778239
9.3	89.35244399028358
9.4	92.7841733752532
9.5	94.48458882521173
9.600000000000001	95.62676264475233
9.700000000000001	98.14182259460286
9.8	99.58918243066239
9.9	103.06432840667676
